BEGIN RESULTS HEADER:
endoplasmic reticulum membrane2.25626116862chloroplast3.52314576125peroxisome membrane0.0361310710326golgi apparatus0.346492772969nucleus membrane0.0405433383051secreted1.50349490728plastid0.0415381631777cytoplasm64.326014677vacuole membrane0.524482369472endoplasmic reticulum0.45443828568vacuole0.198104525059chloroplast membrane0.147926460112nucleus12.7554010108plasma membrane2.9211634772peroxisome1.35942264705mitochondrion7.48474526279golgi apparatus membrane0.498099866155mitochondrion membrane1.57117470072P34232,90.1813166895,32|MTR2_YEAST mRNA transport regulator MTR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MTR2 PE=1 SV=1,187,nucleus,1.0,False,450.906583448,112.426041473,0.00541145431141
P36056,13.1738583074,56|RT22_YEAST 37S ribosomal protein S22, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSM22 PE=1 SV=1,638,mitochondrion,1.0,False,65.8692915368,56.0328106673,0.00269705302164
P43564,1.21521908512,64|YFD4_YEAST Uncharacterized membrane protein YFL034W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YFL034W PE=1 SV=2,1090,golgi apparatus membrane,0.34,False,6.07609542559,8.83059201852,0.000425046943083
P43565,1.31274830133,65|RIM15_YEAST Serine/threonine-protein kinase RIM15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIM15 PE=1 SV=1,1799,cytoplasm,0.13,False,6.56374150667,15.7442279607,0.000757824158544
P43567,5.46084322983,67|AGX1_YEAST Alanine--glyoxylate aminotransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AGX1 PE=1 SV=1,391,peroxisome,0.21,False,27.3042161492,14.2345980191,0.000685160446925
P43561,60.8239863046,61|FET5_YEAST Iron transport multicopper oxidase FET5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FET5 PE=1 SV=1,632,plasma membrane,0.36,False,304.119931523,256.271728964,0.0123352448812
P16861,1854.79668888,61|K6PF1_YEAST 6-phosphofructokinase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PFK1 PE=1 SV=1,1003,cytoplasm,1.0,False,9273.98344438,12402.407193,0.596970764041
P43563,18.9473225491,63|MOB2_YEAST CBK1 kinase activator protein MOB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MOB2 PE=1 SV=2,291,cytoplasm,0.27,False,94.7366127456,36.7578057453,0.00176928035331
P43616,279.29275367,16|DUG1_YEAST Cys-Gly metallodipeptidase DUG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DUG1 PE=1 SV=1,489,cytoplasm,1.0,False,1396.46376835,910.494376964,0.0438252441978
P43617,0.864381579043,17|YFL5_YEAST Uncharacterized mitochondrial carrier YFR045W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YFR045W PE=1 SV=3,314,mitochondrion membrane,0.21,False,4.32190789521,1.80943877213,8.70945478146e-05
P43614,1.28915906197,14|KEG1_YEAST Beta-1,6-glucan synthesis-associated protein KEG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KEG1 PE=1 SV=1,203,endoplasmic reticulum membrane,1.0,False,6.44579530986,1.74466193054,8.39766143348e-05
P43615,0.54020840329,15|IRC6_YEAST Increased recombination centers protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IRC6 PE=1 SV=1,240,cytoplasm,0.68,False,2.70104201645,0.864333445265,4.16033588624e-05
P43612,42.8204297613,12|SA155_YEAST SIT4-associating protein SAP155 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAP155 PE=1 SV=4,1018,cytoplasm,1.0,False,214.102148807,290.607983313,0.0139879675885
P43613,31.0696761688,13|ERJ5_YEAST ER-localized J domain-containing protein 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERJ5 PE=1 SV=1,299,endoplasmic reticulum membrane,1.0,False,155.348380844,61.9322211632,0.00298101205769
P43610,0.773908091574,10|IRC5_YEAST Uncharacterized ATP-dependent helicase IRC5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IRC5 PE=1 SV=2,867,nucleus,0.25,False,3.86954045787,4.4731887693,0.000215310050361
P43611,3.90561187038,11|YFK9_YEAST Uncharacterized protein YFR039C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YFR039C PE=1 SV=1,518,mitochondrion,0.09,False,19.5280593519,13.4873796591,0.000649194242272
P38126,0.00738074018179,26|PCH2_YEAST Pachytene checkpoint protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PCH2 PE=1 SV=2,573,nucleus,1.0,False,0.0369037009089,0.0281944274944,1.35709533328e-06
P46998,0.283223601435,98|FMP33_YEAST Mitochondrial membrane protein FMP33 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FMP33 PE=1 SV=1,182,mitochondrion membrane,1.0,False,1.41611800717,0.343644636407,1.65408051811e-05
P46999,1.6383330023,99|PIR5_YEAST Cell wall protein PIR5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PIR5 PE=2 SV=2,291,secreted,0.47,False,8.1916650115,3.17836602446,0.000152985752242
P43618,4.37709686236,18|CNN1_YEAST Kinetochore-associated protein CNN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CNN1 PE=1 SV=1,367,nucleus,1.0,False,21.8854843118,10.7092969899,0.000515475512692
P43619,32.4860177092,19|NADC_YEAST Nicotinate-nucleotide pyrophosphorylase [carboxylating] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BNA6 PE=1 SV=1,299,chloroplast,0.2,False,162.430088546,64.755461967,0.00311690440451
P43586,67.845972141,86|LOC1_YEAST 60S ribosomal subunit assembly/export protein LOC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LOC1 PE=1 SV=1,207,nucleus,1.0,False,339.229860705,93.6274415546,0.00450661266402
P43587,1.86113039122,87|YPI1_YEAST Type 1 phosphatases regulator YPI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPI1 PE=1 SV=1,157,nucleus,1.0,False,9.30565195611,1.94798314281,9.37631676667e-05
P43585,70.4075458175,85|VTC2_YEAST Vacuolar transporter chaperone 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VTC2 PE=1 SV=1,841,vacuole membrane,1.0,False,352.037729087,394.751640217,0.0190007620779
P43582,48.7932808184,82|WWM1_YEAST WW domain-containing protein WWM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=WWM1 PE=1 SV=1,214,secreted,0.55,False,243.966404092,69.6117473009,0.00335065421784
P43583,12.4866131747,83|BLM10_YEAST Proteasome activator BLM10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BLM10 PE=1 SV=2,2178,nucleus,0.83,False,62.4330658734,181.305623296,0.00872686687191
Q04120,75.094116438,20|TSA2_YEAST Peroxiredoxin TSA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TSA2 PE=1 SV=3,199,cytoplasm,1.0,False,375.47058219,99.6248611411,0.00479528921665
Q04121,26.4993744218,21|NHX1_YEAST Endosomal/prevacuolar sodium/hydrogen exchanger OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NHX1 PE=1 SV=1,643,golgi apparatus membrane,0.45,False,132.496872109,113.593985022,0.00546767147489
P32771,112.506161255,71|FADH_YEAST S-(hydroxymethyl)glutathione dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SFA1 PE=1 SV=1,392,cytoplasm,0.54,False,562.530806274,294.016101412,0.014152012103
P32770,34.5487720527,70|NRP1_YEAST Asparagine-rich protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NRP1 PE=1 SV=2,730,chloroplast,0.28,False,172.743860264,168.137357323,0.00809303267532
P22224,12.8471239477,24|SEC15_YEAST Exocyst complex component SEC15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC15 PE=1 SV=2,925,nucleus,0.88,False,64.2356197383,79.2239310106,0.00381332187292
P14127,2033.38870147,27|RS17B_YEAST 40S ribosomal protein S17-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS17B PE=1 SV=1,138,cytoplasm,1.0,False,10166.9435074,1870.71760536,0.0900441100505
P32775,15.7733832726,75|GLGB_YEAST 1,4-alpha-glucan-branching enzyme OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLC3 PE=1 SV=2,715,chloroplast,0.44,False,78.8669163631,75.1864602662,0.00361898443845
P32774,49.9800637085,74|T2AG_YEAST Transcription initiation factor IIA subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOA2 PE=1 SV=1,124,nucleus,0.29,False,249.900318543,41.3168526657,0.00198872305351
P43588,278.613861674,88|RPN11_YEAST 26S proteasome regulatory subunit RPN11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN11 PE=1 SV=1,311,nucleus,0.19,False,1393.06930837,577.659406538,0.0278047456362
P32776,16.1383803775,76|TFB1_YEAST RNA polymerase II transcription factor B subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TFB1 PE=1 SV=1,652,nucleus,1.0,False,80.6919018875,70.1481600409,0.00337647361872
P32773,6.3555595522,73|TOA1_YEAST Transcription initiation factor IIA large subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOA1 PE=1 SV=1,290,nucleus,0.24,False,31.777797761,12.2874151343,0.000591435798443
P32768,9.88199447457,68|FLO1_YEAST Flocculation protein FLO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FLO1 PE=1 SV=4,1562,plasma membrane,0.35,False,49.4099723729,102.904502462,0.00495314969926
Q08231,0.909134226693,31|THP1_YEAST Nuclear mRNA export protein THP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=THP1 PE=1 SV=1,462,nucleus,1.0,False,4.54567113347,2.80013341821,0.000134780108416
P04161,125.079932519,61|PUR3_YEAST Phosphoribosylglycinamide formyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADE8 PE=1 SV=1,217,chloroplast,0.12,False,625.399662594,180.948969044,0.0087096998689
Q04493,74.0413904918,93|PFD5_YEAST Prefoldin subunit 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GIM5 PE=1 SV=1,165,cytoplasm,0.23,False,370.206952459,81.445529541,0.00392025509576
Q04491,210.189772456,91|SEC13_YEAST Protein transport protein SEC13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC13 PE=1 SV=1,301,nucleus,0.17,False,1050.94886228,421.780810061,0.0203017695293
P53885,41.4016943353,85|MDG1_YEAST Signal transduction protein MDG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDG1 PE=1 SV=1,372,cytoplasm,0.41,False,207.008471677,102.676201952,0.00494216080591
Q06512,38.936804779,12|NOC4_YEAST Nucleolar complex protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOC4 PE=1 SV=1,561,nucleus,1.0,False,194.684023895,145.623649873,0.00700937005009
Q3E816,0.995177260418,16|YG121_YEAST Uncharacterized protein YGR121W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGR121W-A PE=4 SV=1,72,secreted,0.28,False,4.97588630209,0.477685085001,2.29926356817e-05
P38230,38.6633124925,30|QOR_YEAST Probable quinone oxidoreductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZTA1 PE=1 SV=1,339,mitochondrion,0.14,False,193.316562463,87.3790862331,0.00420585770635
P00890,378.156907511,90|CISY1_YEAST Citrate synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CIT1 PE=1 SV=2,486,mitochondrion,1.0,False,1890.78453755,1225.22838033,0.0589744805951
P00899,277.469751078,99|TRPE_YEAST Anthranilate synthase component 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRP2 PE=1 SV=4,515,chloroplast,0.14,False,1387.34875539,952.646145367,0.0458541546341
P87272,1.02300613298,72|YD509_YEAST Putative uncharacterized protein YDR509W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDR509W PE=5 SV=1,116,plastid,0.31,False,5.1150306649,0.791124742839,3.80795707508e-05
P22219,0.833377690287,19|VPS15_YEAST Serine/threonine-protein kinase VPS15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS15 PE=1 SV=4,1478,cytoplasm,0.08,False,4.16688845143,8.21154817496,0.000395250221324
Q12367,1.71552241746,67|RKM5_YEAST Ribosomal N-lysine methyltransferase 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RKM5 PE=1 SV=1,373,nucleus,0.23,False,8.57761208732,4.26593241143,0.000205334084858
Q12366,0.700600210065,66|NDJ1_YEAST Non-disjunction protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NDJ1 PE=1 SV=1,357,nucleus,1.0,False,3.50300105033,1.66742849996,8.02591021336e-05
Q12365,8.29193605116,65|BBP1_YEAST Spindle pole component BBP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BBP1 PE=1 SV=1,391,cytoplasm,1.0,False,41.4596802558,21.6143133067,0.00104037167367
P00360,2791.98528719,60|G3P1_YEAST Glyceraldehyde-3-phosphate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TDH1 PE=1 SV=3,337,cytoplasm,1.0,False,13959.9264359,6272.66027855,0.301924839332
P26263,397.762235331,63|PDC6_YEAST Pyruvate decarboxylase isozyme 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PDC6 PE=1 SV=3,572,cytoplasm,1.0,False,1988.81117666,1516.79999073,0.0730088308888
Q12362,14.0730966841,62|RIB2_YEAST Bifunctional protein RIB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIB2 PE=1 SV=1,600,cytoplasm,1.0,False,70.3654834203,56.2923867362,0.00270954731584
P53740,29.4099159869,40|YN8S_YEAST Uncharacterized protein YNR048W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YNR048W PE=1 SV=1,399,endoplasmic reticulum membrane,0.3,False,147.049579934,78.2303765251,0.00376549865835
Q07904,0.700994567038,04|THI73_YEAST Thiamine pathway transporter THI73 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=THI73 PE=1 SV=1,531,plasma membrane,0.08,False,3.50497283519,2.48152076732,0.000119444179295
P33420,1.22105624172,20|NIP80_YEAST Protein NIP100 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NIP100 PE=1 SV=2,882,cytoplasm,1.0,False,6.10528120859,7.1798107013,0.000345589127444
Q12369,13.1198355042,69|SFI1_YEAST Protein SFI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SFI1 PE=1 SV=1,961,cytoplasm,1.0,False,65.5991775211,84.0544127971,0.00404582967224
Q12368,5.03492258517,68|SNU23_YEAST 23 kDa U4/U6.U5 small nuclear ribonucleoprotein component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNU23 PE=1 SV=1,197,nucleus,1.0,False,25.1746129259,6.61253166186,0.000318284024787
Q02890,5.85487512867,90|PNG1_YEAST Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PNG1 PE=1 SV=1,369,cytoplasm,0.27,False,29.2743756433,14.4029928165,0.000693265871083
P05750,2257.90379258,50|RS3_YEAST 40S ribosomal protein S3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS3 PE=1 SV=5,243,cytoplasm,0.59,False,11289.5189629,3657.80414397,0.176062767539
Q02892,274.815278247,92|NOG1_YEAST Nucleolar GTP-binding protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOG1 PE=1 SV=1,657,nucleus,1.0,False,1374.07639124,1203.69091872,0.0579378080593
P05755,2087.85893533,55|RS9B_YEAST 40S ribosomal protein S9-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS9B PE=1 SV=4,198,cytoplasm,0.7,False,10439.2946767,2755.97379464,0.132654552964
Q02895,2.27330851044,95|YP088_YEAST Putative aryl-alcohol dehydrogenase YPL088W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL088W PE=1 SV=1,347,cytoplasm,0.1,False,11.3665425522,5.25892035416,0.00025313002976
Q02896,5.97213232538,96|YDC1_YEAST Alkaline ceramidase YDC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDC1 PE=1 SV=1,322,golgi apparatus membrane,0.13,False,29.8606616269,12.8201773918,0.000617079488978
P05756,1282.41548557,56|RS13_YEAST 40S ribosomal protein S13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS13 PE=1 SV=3,153,mitochondrion,0.16,False,6412.07742786,1308.06379528,0.0629616356837
P05759,2900.95605592,59|RS27A_YEAST Ubiquitin-40S ribosomal protein S31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS31 PE=1 SV=3,154,nucleus,0.47,False,14504.7802796,2978.31488408,0.143356598783
P40006,227.88478038,06|IRC22_YEAST Increased recombination centers protein 22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IRC22 PE=1 SV=1,228,endoplasmic reticulum membrane,1.0,False,1139.4239019,346.384866178,0.0166727019197
P32179,131.363934671,79|MET22_YEAST 3'(2'),5'-bisphosphate nucleotidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MET22 PE=1 SV=1,362,cytoplasm,0.21,False,656.819673356,317.02496234,0.015259508178
P32178,188.569899194,78|CHMU_YEAST Chorismate mutase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARO7 PE=1 SV=1,260,nucleus,0.46,False,942.849495972,326.854491937,0.0157326374426
P40451,8.866477021,51|AIM20_YEAST Altered inheritance of mitochondria protein 20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIM20 PE=1 SV=1,207,vacuole membrane,1.0,False,44.332385105,12.235738289,0.000588948413105
Q99312,7.81521403992,12|ISN1_YEAST IMP-specific 5'-nucleotidase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ISN1 PE=1 SV=1,457,nucleus,0.33,False,39.0760701996,23.8103521083,0.00114607461834
Q03050,3.12731788405,50|PAU10_YEAST Seripauperin-10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PAU10 PE=3 SV=1,121,secreted,0.16,False,15.6365894203,2.52270309313,0.000121426427106
P32377,261.460743053,77|MVD1_YEAST Diphosphomevalonate decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MVD1 PE=1 SV=2,402,cytoplasm,0.17,False,1307.30371527,700.714791382,0.033727827016
P22139,276.423917597,39|RPAB5_YEAST DNA-directed RNA polymerases I, II, and III subunit RPABC5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPB10 PE=1 SV=2,71,nucleus,1.0,False,1382.11958798,130.840654329,0.00629781333311
P40004,0.175390917164,04|YEA4_YEAST UDP-N-acetylglucosamine transporter YEA4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YEA4 PE=1 SV=1,347,golgi apparatus membrane,0.32,False,0.876954585819,0.405737655039,1.95295569772e-05
Q04093,2.1719216026,93|YD444_YEAST Putative lipase YDR444W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDR444W PE=1 SV=1,698,cytoplasm,1.0,False,10.859608013,10.1066751907,0.000486469240742
P22133,125.2882315,33|MDHC_YEAST Malate dehydrogenase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDH2 PE=1 SV=2,383,cytoplasm,1.0,False,626.441157499,319.902617763,0.0153980196887
Q12506,2.85293812052,06|YO314_YEAST Putative uncharacterized protein YOR314W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR314W PE=5 SV=1,110,secreted,0.19,False,14.2646906026,2.09215462171,0.000100702639704
P36048,17.4748731926,48|SN114_YEAST Pre-mRNA-splicing factor SNU114 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNU114 PE=1 SV=1,1024,nucleus,1.0,False,87.3743659628,119.295134328,0.00574208751399
Q05635,3.74812252649,35|RNH2B_YEAST Ribonuclease H2 subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RNH202 PE=1 SV=1,355,nucleus,1.0,False,18.7406126325,8.87055664603,0.000426970578862
P22137,539.519132571,37|CLH_YEAST Clathrin heavy chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CHC1 PE=1 SV=1,1680,cytoplasm,0.38,False,2697.59566286,6042.6142848,0.290851929813
P22134,0.551675098748,34|MAG_YEAST DNA-3-methyladenine glycosylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAG1 PE=1 SV=1,300,nucleus,1.0,False,2.75837549374,1.1033501975,5.31080620203e-05
Q05636,58.0028115005,36|RRP45_YEAST Exosome complex component RRP45 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRP45 PE=1 SV=1,310,nucleus,0.42,False,290.014057503,119.872477101,0.00576987701897
P07991,260.521352354,91|OAT_YEAST Ornithine aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAR2 PE=1 SV=2,431,cytoplasm,1.0,False,1302.60676177,748.564685765,0.0360310079683
Q06703,0.262301357654,03|CDA2_YEAST Chitin deacetylase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDA2 PE=1 SV=1,317,secreted,0.75,False,1.31150678827,0.554330202508,2.66818303394e-05
P39077,138.85111581,77|TCPG_YEAST T-complex protein 1 subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CCT3 PE=1 SV=2,542,cytoplasm,1.0,False,694.255579052,501.715365129,0.0241492961965
P36155,10.0975434902,55|YK55_YEAST Uncharacterized protein YKR075C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YKR075C PE=1 SV=1,312,nucleus,0.18,False,50.4877174508,21.0028904595,0.00101094177684
P38852,0.735721587217,52|LIN1_YEAST Protein LIN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LIN1 PE=1 SV=1,345,nucleus,1.0,False,3.67860793608,1.6921596506,8.14494979709e-05
P36517,36.5028457477,17|RM04_YEAST 54S ribosomal protein L4, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRPL4 PE=1 SV=2,324,mitochondrion,1.0,False,182.514228738,78.846146815,0.00379513781265
Q12091,53.6296981168,91|DAP1_YEAST Damage response protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DAP1 PE=1 SV=1,154,secreted,0.26,False,268.148490584,55.0598233999,0.00265021977844
P40459,59.4622944135,59|PANC_YEAST Pantoate--beta-alanine ligase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PAN6 PE=1 SV=2,314,mitochondrion,0.36,False,297.311472067,124.474402972,0.0059913836314
Q12093,2.36889277134,93|MTU1_YEAST Mitochondrial tRNA-specific 2-thiouridylase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLM3 PE=1 SV=1,423,mitochondrion,1.0,False,11.8444638567,6.68027761517,0.000321544871886
P40009,0.523533912039,09|YND1_YEAST Golgi apyrase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YND1 PE=1 SV=1,640,golgi apparatus membrane,0.18,False,2.61766956019,2.23374469136,0.000107517859584
Q12094,20.0584123882,94|TSR3_YEAST Ribosome biogenesis protein TSR3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TSR3 PE=1 SV=1,318,nucleus,0.81,False,100.292061941,42.5238342631,0.00204681925331
Q12096,8.50608865155,96|GNT1_YEAST Glucose N-acetyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GNT1 PE=1 SV=1,499,endoplasmic reticulum membrane,0.31,False,42.5304432578,28.2969215808,0.00136202872824
Q12099,9.54011329897,99|FAL1_YEAST ATP-dependent RNA helicase FAL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FAL1 PE=1 SV=1,405,nucleus,1.0,False,47.7005664949,25.7583059072,0.00123983637358
Q12098,0.333492583917,98|SLX4_YEAST Structure-specific endonuclease subunit SLX4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLX4 PE=1 SV=1,760,nucleus,0.98,False,1.66746291958,1.68969575851,8.1330902321e-05
